,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id.1,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,game_date_dt,game_month
1296,SL,2017-06-16,87.0,-3.4421,5.2858,Max Scherzer,518595,453286,grounded_into_double_play,hit_into_play,,,,,8,"Travis d'Arnaud grounds into a double play, third baseman Anthony Rendon to second baseman Daniel Murphy to first baseman Ryan Zimmerman.   Lucas Duda to 3rd.    T.  J.   Rivera out at 2nd.  ",R,R,R,NYM,WSH,X,5,ground_ball,0,2,2017,-0.2103,0.3032,-0.1715,1.9680,null,446263.00,608061.00,0,2,Bot,94.15,169.53,,,446308,,170616_233636,,,,,,,3.4110,1.5650,34,81.0,-0.8530,86.5740,2149,5.8740,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.6254,0.19,0.178,0.00,1,0,0,2,13,3,2017-06-16,6
1297,SL,2017-06-16,86.5,-3.5655,5.0295,Max Scherzer,518595,453286,null,foul,,,,,4,null,R,R,R,NYM,WSH,S,null,null,0,1,2017,-0.0677,-0.2872,-0.4772,2.4499,null,446263.00,608061.00,0,2,Bot,null,null,,,446308,,170616_233559,,,,,,,3.4110,1.5650,9,73.2,-20.0289,85.8370,2270,6.0420,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4572,0.0,0.0,null,null,null,null,2,13,2,2017-06-16,6
1298,FF,2017-06-16,93.4,-3.6326,4.7605,Max Scherzer,518595,453286,null,foul,,,,,3,null,R,R,R,NYM,WSH,S,null,null,0,0,2017,-0.9742,1.1491,0.2855,3.0061,null,446263.00,608061.00,0,2,Bot,null,null,,,446308,,170616_233533,,,,,,,3.4110,1.5650,260,90.0,51.4820,92.5780,2384,6.0320,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4680,0.0,0.0,null,null,null,null,3,13,1,2017-06-16,6
1299,CH,2017-06-16,84.5,-3.6051,5.0634,Max Scherzer,608061,453286,hit_by_pitch,hit_by_pitch,,,,,11,T.  J.   Rivera hit by pitch.    Lucas Duda to 2nd.  ,R,R,R,NYM,WSH,B,null,null,1,2,2017,-1.4411,0.2025,-2.6845,2.9751,null,null,446263.00,0,2,Bot,null,null,,,446308,,170616_233434,,,,,,,3.5490,1.6270,null,null,null,84.5140,1445,6.2730,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.2270,0.0,0.0,0.70,1,0,0,null,12,4,2017-06-16,6
1300,FF,2017-06-16,93.7,-3.6481,4.9940,Max Scherzer,608061,453286,null,foul,,,,,5,null,R,R,R,NYM,WSH,S,null,null,1,1,2017,-0.9139,1.3053,0.0108,2.8307,null,null,446263.00,0,2,Bot,null,null,,,446308,,170616_233403,,,,,,,3.5490,1.6270,null,null,null,92.9260,2388,6.2010,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.2982,0.0,0.0,null,null,null,null,null,12,3,2017-06-16,6
1301,FF,2017-06-16,94.2,-3.6471,5.0506,Max Scherzer,608061,453286,null,ball,,,,,11,null,R,R,R,NYM,WSH,B,null,null,0,1,2017,-1.2263,1.2070,-0.9712,3.4108,null,null,446263.00,0,2,Bot,null,null,,,446308,,170616_233335,,,,,,,3.5490,1.6270,null,null,null,93.6690,2468,6.1790,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.3208,0.0,0.0,null,null,null,null,null,12,2,2017-06-16,6
1302,SL,2017-06-16,84.3,-3.5970,5.0247,Max Scherzer,608061,453286,null,called_strike,,,,,4,null,R,R,R,NYM,WSH,S,null,null,0,0,2017,-0.2498,0.1070,-0.8258,2.2460,null,null,446263.00,0,2,Bot,null,null,,,446308,,170616_233309,,,,,,,3.5490,1.6270,null,null,null,83.7030,2299,5.9690,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5308,0.0,0.0,null,null,null,null,null,12,1,2017-06-16,6
1303,SL,2017-06-16,88.0,-3.6535,5.0055,Max Scherzer,446263,453286,walk,ball,,,,,11,Lucas Duda walks.  ,R,L,R,NYM,WSH,B,null,null,3,2,2017,-0.0029,0.1393,-1.0362,3.7429,null,null,null,0,2,Bot,null,null,,,446308,,170616_233223,,,,,,,3.5490,1.6270,null,null,null,87.4960,2317,5.9180,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5819,0.0,0.0,0.70,1,0,0,null,11,6,2017-06-16,6
1304,FF,2017-06-16,95.2,-3.5835,5.2278,Max Scherzer,446263,453286,null,foul,,,,,5,null,R,L,R,NYM,WSH,S,null,null,3,1,2017,-0.9277,1.6781,-0.2585,2.7500,null,null,null,0,2,Bot,null,null,,,446308,,170616_233159,,,,,,,3.5490,1.6270,null,null,null,93.6930,2489,5.9100,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5900,0.0,0.0,null,null,null,null,null,11,5,2017-06-16,6
1305,FF,2017-06-16,92.8,-3.5629,4.9979,Max Scherzer,446263,453286,null,called_strike,,,,,4,null,R,L,R,NYM,WSH,S,null,null,3,0,2017,-1.2491,1.2193,-0.8251,2.7573,null,null,null,0,2,Bot,null,null,,,446308,,170616_233144,,,,,,,3.5490,1.6270,null,null,null,91.3600,2376,5.7670,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.7329,0.0,0.0,null,null,null,null,null,11,4,2017-06-16,6
1306,FF,2017-06-16,93.9,-3.5245,5.0124,Max Scherzer,446263,453286,null,ball,,,,,14,null,R,L,R,NYM,WSH,B,null,null,2,0,2017,-1.1975,1.1371,1.1898,1.4694,null,null,null,0,2,Bot,null,null,,,446308,,170616_233128,,,,,,,3.5490,1.6270,null,null,null,92.3670,2419,5.9360,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5632,0.0,0.0,null,null,null,null,null,11,3,2017-06-16,6
1307,SL,2017-06-16,87.2,-3.5712,5.1718,Max Scherzer,446263,453286,null,ball,,,,,3,null,R,L,R,NYM,WSH,B,null,null,1,0,2017,0.0746,0.4640,0.7939,3.4019,null,null,null,0,2,Bot,null,null,,,446308,,170616_233113,,,,,,,3.5490,1.6270,null,null,null,86.1770,2317,5.9140,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5861,0.0,0.0,null,null,null,null,null,11,2,2017-06-16,6
1308,CU,2017-06-16,77.2,-3.3097,5.6853,Max Scherzer,446263,453286,null,ball,,,,,11,null,R,L,R,NYM,WSH,B,null,null,0,0,2017,0.2081,-0.4982,-2.4242,3.3328,null,null,null,0,2,Bot,null,null,,,446308,,170616_233056,,,,,,,3.5490,1.6270,null,null,null,75.9820,2245,5.6340,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.8652,0.0,0.0,null,null,null,null,null,11,1,2017-06-16,6
1309,FF,2017-06-16,95.2,-3.5118,5.0284,Max Scherzer,527038,453286,field_out,hit_into_play,,,,,1,Wilmer Flores flies out to center fielder Michael Taylor.  ,R,R,R,NYM,WSH,X,8,fly_ball,0,2,2017,-1.4134,1.3700,-0.3587,2.9829,null,null,493316.00,2,1,Bot,121.21,104.74,,,446308,,170616_232230,,,,,,,3.4900,1.6010,228,79.4,50.5010,93.9660,2525,6.0450,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4544,0.038,0.041,0.00,1,0,0,3,7,3,2017-06-16,6
1310,FF,2017-06-16,93.5,-3.5738,4.9874,Max Scherzer,527038,453286,null,called_strike,,,,,8,null,R,R,R,NYM,WSH,S,null,null,0,1,2017,-1.4928,0.9846,0.0034,1.7852,null,null,493316.00,2,1,Bot,null,null,,,446308,,170616_232156,,,,,,,3.4900,1.6010,null,null,null,92.1260,2457,5.9280,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5720,0.0,0.0,null,null,null,null,null,7,2,2017-06-16,6
1311,SL,2017-06-16,85.2,-3.5839,5.0174,Max Scherzer,527038,453286,null,called_strike,,,,,5,null,R,R,R,NYM,WSH,S,null,null,0,0,2017,0.0000,0.1503,0.1310,2.3547,null,null,493316.00,2,1,Bot,null,null,,,446308,,170616_232137,,,,,,,3.4900,1.6010,null,null,null,84.3740,2318,6.0020,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4972,0.0,0.0,null,null,null,null,null,7,1,2017-06-16,6
1312,FF,2017-06-16,92.5,-3.4706,5.1674,Max Scherzer,457803,453286,field_out,hit_into_play,,,,,11,Jay Bruce flies out to left fielder Ryan Raburn.  ,R,L,R,NYM,WSH,X,7,fly_ball,0,0,2017,-1.7259,0.9161,-1.1215,3.2027,null,null,493316.00,1,1,Bot,30.43,97.92,,,446308,,170616_232047,,,,,,,3.4900,1.6010,327,92.8,31.8350,91.0930,2378,5.9480,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5520,0.143,0.236,0.00,1,0,0,3,6,1,2017-06-16,6
1313,CH,2017-06-16,84.5,-3.4212,5.2064,Max Scherzer,493316,453286,hit_by_pitch,hit_by_pitch,,,,,11,Yoenis Cespedes hit by pitch.  ,R,R,R,NYM,WSH,B,null,null,2,2,2017,-1.7190,-0.2149,-2.4471,2.5782,null,null,null,1,1,Bot,null,null,,,446308,,170616_231951,,,,,,,3.3010,1.5040,27,42.2,3.2339,83.5260,1489,5.9460,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.5539,0.121,0.116,0.70,1,0,0,1,5,6,2017-06-16,6
1314,FF,2017-06-16,95.9,-3.4654,5.1079,Max Scherzer,493316,453286,null,foul,,,,,3,null,R,R,R,NYM,WSH,S,null,null,2,2,2017,-1.1048,1.5387,0.5375,2.8480,null,null,null,1,1,Bot,null,null,,,446308,,170616_231927,,,,,,,3.3010,1.5040,203,73.5,42.3172,94.9380,2526,6.0030,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4967,0.0,0.0,null,null,null,null,3,5,5,2017-06-16,6
1315,FF,2017-06-16,94.5,-3.3501,5.1008,Max Scherzer,493316,453286,null,swinging_strike,,,,,14,null,R,R,R,NYM,WSH,S,null,null,2,1,2017,-1.0743,1.5718,1.2474,2.1882,null,null,null,1,1,Bot,null,null,,,446308,,170616_231905,,,,,,,3.3010,1.5040,null,null,null,93.4700,2475,6.0430,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4570,0.0,0.0,null,null,null,null,null,5,4,2017-06-16,6
1316,SL,2017-06-16,84.6,-3.5677,5.2654,Max Scherzer,493316,453286,null,ball,,,,,11,null,R,R,R,NYM,WSH,B,null,null,1,1,2017,0.0000,0.1632,-1.0305,3.3674,null,null,null,1,1,Bot,null,null,,,446308,,170616_231847,,,,,,,3.3010,1.5040,null,null,null,83.1070,2347,5.5670,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.9326,0.0,0.0,null,null,null,null,null,5,3,2017-06-16,6
1317,FF,2017-06-16,93.2,-3.5905,4.8966,Max Scherzer,493316,453286,null,ball,,,,,11,null,R,R,R,NYM,WSH,B,null,null,0,1,2017,-1.3828,1.1261,-1.7918,2.8202,null,null,null,1,1,Bot,null,null,,,446308,,170616_231831,,,,,,,3.3010,1.5040,null,null,null,92.7570,2458,6.0290,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4708,0.0,0.0,null,null,null,null,null,5,2,2017-06-16,6
1318,FT,2017-06-16,93.2,-3.5521,4.9420,Max Scherzer,493316,453286,null,called_strike,,,,,3,null,R,R,R,NYM,WSH,S,null,null,0,0,2017,-1.2476,1.0008,0.2781,2.9400,null,null,null,1,1,Bot,null,null,,,446308,,170616_231817,,,,,,,3.3010,1.5040,null,null,null,92.6730,2419,6.0090,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4908,0.0,0.0,null,null,null,null,null,5,1,2017-06-16,6
1319,FF,2017-06-16,95.4,-3.3674,5.0029,Max Scherzer,624424,453286,strikeout,foul_tip,,,,,2,Michael Conforto strikes out on a foul tip.  ,R,L,R,NYM,WSH,S,null,null,0,2,2017,-1.1659,1.2060,0.2257,2.9811,null,null,null,0,1,Bot,null,null,,,446308,,170616_231737,,,,,,,3.3010,1.5040,null,null,null,94.8950,2388,6.0590,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.4408,0.0,0.0,0.00,1,0,0,null,4,3,2017-06-16,6
1320,FF,2017-06-16,94.4,-3.5470,5.2465,Max Scherzer,624424,453286,null,foul,,,,,14,null,R,L,R,NYM,WSH,S,null,null,0,1,2017,-1.1819,1.2766,0.8690,2.3328,null,null,null,0,1,Bot,null,null,,,446308,,170616_231703,,,,,,,3.4110,1.5650,null,null,null,92.9940,2283,5.8760,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.6235,0.0,0.0,null,null,null,null,null,4,2,2017-06-16,6
1321,SL,2017-06-16,87.0,-3.6162,5.1701,Max Scherzer,624424,453286,null,called_strike,,,,,2,null,R,L,R,NYM,WSH,S,null,null,0,0,2017,0.1590,0.1949,0.0719,2.9263,null,null,null,0,1,Bot,null,null,,,446308,,170616_231648,,,,,,,3.4110,1.5650,null,null,null,85.8760,2456,5.7130,491114,453286,446308,475582,502517,543685,607208,430605,572191,547180,54.7867,0.0,0.0,null,null,null,null,null,4,1,2017-06-16,6
2027,FF,2017-06-11,94.3,-3.4199,5.2529,Max Scherzer,595777,453286,walk,ball,,,,,12,Jurickson Profar walks.   Delino DeShields to 2nd.  ,R,L,R,WSH,TEX,B,null,null,3,2,2017,-0.7676,1.4719,1.2603,2.4373,null,null,592261.00,1,8,Top,null,null,,,446308,,170611_221729,,,,,,,3.1657,1.4687,null,null,null,93.7580,2336,6.2110,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.2857,0.0,0.0,0.70,1,0,0,null,51,6,2017-06-11,6
2028,SL,2017-06-11,86.3,-3.3299,5.3224,Max Scherzer,595777,453286,null,ball,,,,,3,null,R,L,R,WSH,TEX,B,null,null,2,2,2017,0.7551,0.7706,0.7014,2.6895,null,null,592261.00,1,8,Top,null,null,,,446308,,170611_221658,,,,,,,3.1448,1.3746,null,null,null,85.7780,2370,6.1300,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.3673,0.0,0.0,null,null,null,null,null,51,5,2017-06-11,6
2029,FF,2017-06-11,92.3,-3.3528,5.1702,Max Scherzer,595777,453286,null,foul,,,,,2,null,R,L,R,WSH,TEX,S,null,null,2,1,2017,-0.6607,1.1353,0.0382,2.8292,null,null,592261.00,1,8,Top,null,null,,,446308,,170611_221602,,,,,,,3.1335,1.4160,null,null,null,92.4940,2399,6.3730,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.1242,0.0,0.0,null,null,null,null,null,51,4,2017-06-11,6
2030,SL,2017-06-11,85.2,-3.3866,5.3367,Max Scherzer,595777,453286,null,ball,,,,,9,null,R,L,R,WSH,TEX,B,null,null,1,1,2017,0.5579,0.9758,0.7866,1.7523,null,null,592261.00,1,8,Top,null,null,,,446308,,170611_221534,,,,,,,3.0402,1.3536,null,null,null,84.9340,2371,6.1370,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.3600,0.0,0.0,null,null,null,null,null,51,3,2017-06-11,6
2031,FF,2017-06-11,92.1,-3.4253,5.2150,Max Scherzer,595777,453286,null,foul,,,,,8,null,R,L,R,WSH,TEX,S,null,null,1,0,2017,-0.9585,1.3590,-0.2410,1.8536,null,null,592261.00,1,8,Top,null,null,,,446308,,170611_221400,,,,,,,3.1022,1.3637,2,49.4,-63.3402,92.3220,2420,6.4800,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.0169,0.0,0.0,null,null,null,null,1,51,2,2017-06-11,6
2032,CH,2017-06-11,84.8,-3.4551,5.3943,Max Scherzer,595777,453286,null,ball,,,,,11,null,R,L,R,WSH,TEX,B,null,null,0,0,2017,-0.8051,1.1983,-1.6430,4.0340,null,null,592261.00,1,8,Top,null,null,,,446308,,170611_221318,,,,,,,3.8453,1.7199,null,null,null,85.3580,2057,6.5880,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,53.9086,0.0,0.0,null,null,null,null,null,51,1,2017-06-11,6
2033,SL,2017-06-11,83.7,-3.3671,5.3294,Max Scherzer,592261,453286,field_error,hit_into_play_no_out,,,,,9,Delino DeShields reaches on a fielding error by third baseman Anthony Rendon.  ,R,R,R,WSH,TEX,X,5,ground_ball,0,2,2017,0.4908,0.4016,0.4131,1.5577,null,null,null,1,8,Top,95.28,164.10,,,446308,,170611_221227,,,,,,,3.1830,1.3895,106,64.9,12.4790,83.5190,null,6.0620,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4350,0.231,0.217,0.00,1,0,0,2,50,3,2017-06-11,6
2034,SL,2017-06-11,84.3,-3.3186,5.5003,Max Scherzer,592261,453286,null,swinging_strike,,,,,14,null,R,R,R,WSH,TEX,S,null,null,0,1,2017,0.6373,0.5605,0.9039,1.8304,null,null,null,1,8,Top,null,null,,,446308,,170611_221205,,,,,,,3.2562,1.4628,null,null,null,84.0330,null,6.0410,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4562,0.0,0.0,null,null,null,null,null,50,2,2017-06-11,6
2035,SL,2017-06-11,83.9,-3.3247,5.3125,Max Scherzer,592261,453286,null,called_strike,,,,,2,null,R,R,R,WSH,TEX,S,null,null,0,0,2017,0.4008,0.1598,-0.2556,3.3136,null,null,null,1,8,Top,null,null,,,446308,,170611_221148,,,,,,,3.2252,1.4728,null,null,null,84.0450,null,6.1000,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.3971,0.0,0.0,null,null,null,null,null,50,1,2017-06-11,6
2036,CH,2017-06-11,83.0,-3.1162,5.5775,Max Scherzer,608336,453286,field_out,hit_into_play,,,,,11,"Joey Gallo grounds out, second baseman Daniel Murphy to first baseman Adam Lind.  ",R,L,R,WSH,TEX,X,4,ground_ball,1,1,2017,-1.0969,0.3554,-1.1506,2.7752,null,null,null,0,8,Top,148.82,157.06,,,446308,,170611_221111,,,,,,,3.5997,1.7049,20,83.0,-6.8110,83.1850,1340,6.1770,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.3203,0.131,0.123,0.00,1,0,0,2,49,3,2017-06-11,6
2037,FF,2017-06-11,93.9,-3.2044,5.3593,Max Scherzer,608336,453286,null,called_strike,,,,,11,null,R,L,R,WSH,TEX,S,null,null,1,0,2017,-0.8190,1.6649,-1.0059,3.2178,null,null,null,0,8,Top,null,null,,,446308,,170611_221051,,,,,,,3.7244,1.6836,null,null,null,93.6020,2301,6.0670,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4297,0.0,0.0,null,null,null,null,null,49,2,2017-06-11,6
2038,FF,2017-06-11,92.5,-3.3971,5.3208,Max Scherzer,608336,453286,null,ball,,,,,12,null,R,L,R,WSH,TEX,B,null,null,0,0,2017,-0.7107,1.8360,1.3739,4.0852,null,null,null,0,8,Top,null,null,,,446308,,170611_221032,,,,,,,3.7135,1.7254,null,null,null,91.7080,2413,5.9990,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4982,0.0,0.0,null,null,null,null,null,49,1,2017-06-11,6
2039,SL,2017-06-11,84.9,-3.3362,5.0950,Max Scherzer,518960,453286,field_out,hit_into_play,,,,,1,"Jonathan Lucroy grounds out, third baseman Anthony Rendon to first baseman Adam Lind.  ",R,R,R,WSH,TEX,X,5,ground_ball,0,2,2017,0.5354,0.0252,-0.3559,2.8853,null,null,null,2,7,Top,93.81,164.18,,,446308,,170611_215413,,,,,,,3.4967,1.5399,10,85.6,-24.6910,85.0360,null,6.0850,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4119,0.084,0.082,0.00,1,0,0,2,43,3,2017-06-11,6
2040,SL,2017-06-11,85.9,-3.3269,5.2857,Max Scherzer,518960,453286,null,swinging_strike,,,,,14,null,R,R,R,WSH,TEX,S,null,null,0,1,2017,0.5016,0.1954,1.1026,1.8462,null,null,null,2,7,Top,null,null,,,446308,,170611_215346,,,,,,,3.5177,1.5713,null,null,null,85.6000,2446,6.0080,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4887,0.0,0.0,null,null,null,null,null,43,2,2017-06-11,6
2041,FF,2017-06-11,95.6,-3.3740,5.1388,Max Scherzer,518960,453286,null,called_strike,,,,,4,null,R,R,R,WSH,TEX,S,null,null,0,0,2017,-0.4856,1.2958,-0.4106,2.3921,null,null,null,2,7,Top,null,null,,,446308,,170611_215329,,,,,,,3.4871,1.6031,null,null,null,95.3060,2404,6.0240,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4733,0.0,0.0,null,null,null,null,null,43,1,2017-06-11,6
2042,FF,2017-06-11,96.3,-3.1740,5.2516,Max Scherzer,596059,453286,strikeout,swinging_strike,,,,,3,Rougned Odor strikes out swinging.  ,R,L,R,WSH,TEX,S,null,null,0,2,2017,-0.8723,1.4666,0.4807,3.0231,null,null,null,1,7,Top,null,null,,,446308,,170611_215251,,,,,,,2.9219,1.1642,null,null,null,95.8700,2460,6.1760,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.3210,0.0,0.0,0.00,1,0,0,null,42,4,2017-06-11,6
2043,SL,2017-06-11,88.0,-3.4302,5.1626,Max Scherzer,596059,453286,null,foul,,,,,14,null,R,L,R,WSH,TEX,S,null,null,0,2,2017,0.1340,0.6121,1.2351,1.0136,null,null,null,1,7,Top,null,null,,,446308,,170611_215224,,,,,,,2.9219,1.1223,null,null,null,87.6470,2291,6.0780,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4186,0.0,0.0,null,null,null,null,null,42,3,2017-06-11,6
2044,CH,2017-06-11,83.1,-3.2136,5.3134,Max Scherzer,596059,453286,null,called_strike,,,,,4,null,R,L,R,WSH,TEX,S,null,null,0,1,2017,-0.7609,0.3181,-0.6703,2.2806,null,null,null,1,7,Top,null,null,,,446308,,170611_215203,,,,,,,2.8902,1.1743,null,null,null,83.5010,1439,6.3200,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.1770,0.0,0.0,null,null,null,null,null,42,2,2017-06-11,6
2045,CU,2017-06-11,77.5,-3.1247,5.6984,Max Scherzer,596059,453286,null,called_strike,,,,,5,null,R,L,R,WSH,TEX,S,null,null,0,0,2017,1.2210,-0.6754,-0.0149,1.9495,null,null,null,1,7,Top,null,null,,,446308,,170611_215145,,,,,,,2.8797,1.1533,null,null,null,77.1340,2504,5.9330,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.5640,0.0,0.0,null,null,null,null,null,42,1,2017-06-11,6
2046,FF,2017-06-11,94.7,-3.2271,5.2072,Max Scherzer,134181,453286,field_out,hit_into_play,,,,,12,"Adrian Beltre grounds out, shortstop Stephen Drew to first baseman Adam Lind.  ",R,R,R,WSH,TEX,X,6,ground_ball,0,2,2017,-0.3907,1.3472,0.0544,4.1774,null,null,null,0,7,Top,102.99,159.41,,,446308,,170611_215103,,,,,,,3.5297,1.6120,null,82.9,-20.6990,95.1230,2392,6.3960,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.1012,0.075,0.069,0.00,1,0,0,2,41,3,2017-06-11,6
2047,FF,2017-06-11,93.6,-3.3356,5.2603,Max Scherzer,134181,453286,null,foul,,,,,11,null,R,R,R,WSH,TEX,S,null,null,0,1,2017,-0.5577,1.6431,-1.5459,3.3352,null,null,null,0,7,Top,null,null,,,446308,,170611_215044,,,,,,,3.5256,1.5869,95,43.3,33.9160,93.3800,2410,6.1920,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.3046,0.0,0.0,null,null,null,null,1,41,2,2017-06-11,6
2048,SL,2017-06-11,84.0,-3.2989,5.5118,Max Scherzer,134181,453286,null,called_strike,,,,,2,null,R,R,R,WSH,TEX,S,null,null,0,0,2017,0.7104,0.1190,-0.0303,2.9250,null,null,null,0,7,Top,null,null,,,null,,170611_215026,,,,,,,3.3632,1.5918,null,null,null,null,2471,5.9803,491049,null,null,null,null,null,null,null,null,null,54.5173,0.0,0.0,null,null,null,null,null,41,1,2017-06-11,6
2049,FF,2017-06-11,96.3,-3.3321,5.3607,Max Scherzer,608577,453286,field_out,hit_into_play,,,,,2,"Nomar Mazara grounds out, shortstop Stephen Drew to first baseman Adam Lind.  ",R,L,R,WSH,TEX,X,6,ground_ball,1,1,2017,-0.6262,1.7453,0.2196,3.1611,null,null,null,2,6,Top,121.71,139.60,,,446308,,170611_213946,,,,,,,3.3692,1.4253,117,76.7,7.3160,95.1440,2469,5.8490,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.6481,0.328,0.305,0.00,1,0,0,2,37,3,2017-06-11,6
2050,SL,2017-06-11,88.4,-3.3878,5.2896,Max Scherzer,608577,453286,null,swinging_strike,,,,,14,null,R,L,R,WSH,TEX,S,null,null,1,0,2017,0.3986,0.8587,1.5835,2.3196,null,null,null,2,6,Top,null,null,,,446308,,170611_213922,,,,,,,3.3378,1.4148,null,null,null,87.4510,2490,5.9120,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.5854,0.0,0.0,null,null,null,null,null,37,2,2017-06-11,6
2051,FF,2017-06-11,96.1,-3.0187,5.5047,Max Scherzer,608577,453286,null,ball,,,,,14,null,R,L,R,WSH,TEX,B,null,null,0,0,2017,-0.1598,1.8093,1.9497,2.2304,null,null,null,2,6,Top,null,null,,,446308,,170611_213903,,,,,,,3.4846,1.4671,null,null,null,96.2570,2302,6.6580,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,53.8394,0.0,0.0,null,null,null,null,null,37,1,2017-06-11,6
2052,FF,2017-06-11,96.7,-3.2450,5.1815,Max Scherzer,462101,453286,strikeout,called_strike,,,,,12,Elvis Andrus called out on strikes.  ,R,R,R,WSH,TEX,S,null,null,2,2,2017,-0.3554,1.7143,0.8657,2.4809,null,null,null,1,6,Top,null,null,,,446308,,170611_213819,,,,,,,3.1846,1.3887,null,null,null,95.8770,2476,6.0480,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4493,0.0,0.0,0.00,1,0,0,null,36,5,2017-06-11,6
2053,SL,2017-06-11,85.0,-3.4388,5.2005,Max Scherzer,462101,453286,null,foul,,,,,5,null,R,R,R,WSH,TEX,S,null,null,2,1,2017,0.5356,-0.1298,0.0880,2.3975,null,null,null,1,6,Top,null,null,,,446308,,170611_213753,,,,,,,3.1645,1.3678,null,null,null,85.0960,2446,6.0870,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.4099,0.0,0.0,null,null,null,null,null,36,4,2017-06-11,6
2054,SL,2017-06-11,85.7,-3.3956,5.3135,Max Scherzer,462101,453286,null,ball,,,,,14,null,R,R,R,WSH,TEX,B,null,null,1,1,2017,0.4852,0.4234,1.2090,1.4901,null,null,null,1,6,Top,null,null,,,446308,,170611_213734,,,,,,,3.2582,1.4201,null,null,null,85.9330,2399,6.2070,491049,453286,446308,452252,502517,543685,452220,571718,572191,547180,54.2906,0.0,0.0,null,null,null,null,null,36,3,2017-06-11,6
